"","time","var_incond"
"1",2004-01-02,0.666538190102846
"2",2004-01-05,0.666538190102846
"3",2004-01-06,0.666538190102846
"4",2004-01-07,0.666538190102846
"5",2004-01-08,0.666538190102846
"6",2004-01-09,0.666538190102846
"7",2004-01-12,0.666538190102846
"8",2004-01-13,0.666538190102846
"9",2004-01-14,0.666538190102846
"10",2004-01-15,0.666538190102846
"11",2004-01-16,0.666538190102846
"12",2004-01-19,0.666538190102846
"13",2004-01-20,0.666538190102846
"14",2004-01-21,0.666538190102846
"15",2004-01-22,0.666538190102846
"16",2004-01-23,0.666538190102846
"17",2004-01-26,0.666538190102846
"18",2004-01-27,0.666538190102846
"19",2004-01-28,0.666538190102846
"20",2004-01-29,0.666538190102846
"21",2004-01-30,0.666538190102846
"22",2004-02-02,0.666538190102846
"23",2004-02-03,0.666538190102846
"24",2004-02-04,0.666538190102846
"25",2004-02-05,0.666538190102846
"26",2004-02-06,0.666538190102846
"27",2004-02-09,0.666538190102846
"28",2004-02-10,0.666538190102846
"29",2004-02-11,0.666538190102846
"30",2004-02-12,0.666538190102846
"31",2004-02-13,0.666538190102846
"32",2004-02-16,0.666538190102846
"33",2004-02-17,0.666538190102846
"34",2004-02-18,0.666538190102846
"35",2004-02-19,0.666538190102846
"36",2004-02-20,0.666538190102846
"37",2004-02-23,0.666538190102846
"38",2004-02-24,0.666538190102846
"39",2004-02-25,0.666538190102846
"40",2004-02-26,0.666538190102846
"41",2004-02-27,0.666538190102846
"42",2004-03-01,0.666538190102846
"43",2004-03-02,0.666538190102846
"44",2004-03-03,0.666538190102846
"45",2004-03-04,0.666538190102846
"46",2004-03-05,0.666538190102846
"47",2004-03-08,0.666538190102846
"48",2004-03-09,0.666538190102846
"49",2004-03-10,0.666538190102846
"50",2004-03-11,0.666538190102846
"51",2004-03-12,0.666538190102846
"52",2004-03-15,0.666538190102846
"53",2004-03-16,0.666538190102846
"54",2004-03-17,0.666538190102846
"55",2004-03-18,0.666538190102846
"56",2004-03-19,0.666538190102846
"57",2004-03-22,0.666538190102846
"58",2004-03-23,0.666538190102846
"59",2004-03-24,0.666538190102846
"60",2004-03-25,0.666538190102846
"61",2004-03-26,0.666538190102846
"62",2004-03-29,0.666538190102846
"63",2004-03-30,0.666538190102846
"64",2004-03-31,0.666538190102846
"65",2004-04-01,0.666538190102846
"66",2004-04-02,0.666538190102846
"67",2004-04-05,0.666538190102846
"68",2004-04-06,0.666538190102846
"69",2004-04-07,0.666538190102846
"70",2004-04-08,0.666538190102846
"71",2004-04-13,0.666538190102846
"72",2004-04-14,0.666538190102846
"73",2004-04-15,0.666538190102846
"74",2004-04-16,0.666538190102846
"75",2004-04-19,0.666538190102846
"76",2004-04-20,0.666538190102846
"77",2004-04-21,0.666538190102846
"78",2004-04-22,0.666538190102846
"79",2004-04-23,0.666538190102846
"80",2004-04-26,0.666538190102846
"81",2004-04-27,0.666538190102846
"82",2004-04-28,0.666538190102846
"83",2004-04-29,0.666538190102846
"84",2004-04-30,0.666538190102846
"85",2004-05-03,0.666538190102846
"86",2004-05-04,0.666538190102846
"87",2004-05-05,0.666538190102846
"88",2004-05-06,0.666538190102846
"89",2004-05-07,0.666538190102846
"90",2004-05-10,0.666538190102846
"91",2004-05-11,0.666538190102846
"92",2004-05-12,0.666538190102846
"93",2004-05-13,0.666538190102846
"94",2004-05-14,0.666538190102846
"95",2004-05-17,0.666538190102846
"96",2004-05-18,0.666538190102846
"97",2004-05-19,0.666538190102846
"98",2004-05-20,0.666538190102846
"99",2004-05-21,0.666538190102846
"100",2004-05-24,0.666538190102846
"101",2004-05-25,0.666538190102846
"102",2004-05-26,0.666538190102846
"103",2004-05-27,0.666538190102846
"104",2004-05-28,0.666538190102846
"105",2004-05-31,0.666538190102846
"106",2004-06-01,0.666538190102846
"107",2004-06-02,0.666538190102846
"108",2004-06-03,0.666538190102846
"109",2004-06-04,0.666538190102846
"110",2004-06-07,0.666538190102846
"111",2004-06-08,0.666538190102846
"112",2004-06-09,0.666538190102846
"113",2004-06-10,0.666538190102846
"114",2004-06-11,0.666538190102846
"115",2004-06-14,0.666538190102846
"116",2004-06-15,0.666538190102846
"117",2004-06-16,0.666538190102846
"118",2004-06-17,0.666538190102846
"119",2004-06-18,0.666538190102846
"120",2004-06-21,0.666538190102846
"121",2004-06-22,0.666538190102846
"122",2004-06-23,0.666538190102846
"123",2004-06-24,0.666538190102846
"124",2004-06-25,0.666538190102846
"125",2004-06-28,0.666538190102846
"126",2004-06-29,0.666538190102846
"127",2004-06-30,0.666538190102846
"128",2004-07-01,0.666538190102846
"129",2004-07-02,0.666538190102846
"130",2004-07-05,0.666538190102846
"131",2004-07-06,0.666538190102846
"132",2004-07-07,0.666538190102846
"133",2004-07-08,0.666538190102846
"134",2004-07-09,0.666538190102846
"135",2004-07-12,0.666538190102846
"136",2004-07-13,0.666538190102846
"137",2004-07-14,0.666538190102846
"138",2004-07-15,0.666538190102846
"139",2004-07-16,0.666538190102846
"140",2004-07-19,0.666538190102846
"141",2004-07-20,0.666538190102846
"142",2004-07-21,0.666538190102846
"143",2004-07-22,0.666538190102846
"144",2004-07-23,0.666538190102846
"145",2004-07-26,0.666538190102846
"146",2004-07-27,0.666538190102846
"147",2004-07-28,0.666538190102846
"148",2004-07-29,0.666538190102846
"149",2004-07-30,0.666538190102846
"150",2004-08-02,0.666538190102846
"151",2004-08-03,0.666538190102846
"152",2004-08-04,0.666538190102846
"153",2004-08-05,0.666538190102846
"154",2004-08-06,0.666538190102846
"155",2004-08-09,0.666538190102846
"156",2004-08-10,0.666538190102846
"157",2004-08-11,0.666538190102846
"158",2004-08-12,0.666538190102846
"159",2004-08-13,0.666538190102846
"160",2004-08-16,0.666538190102846
"161",2004-08-17,0.666538190102846
"162",2004-08-18,0.666538190102846
"163",2004-08-19,0.666538190102846
"164",2004-08-20,0.666538190102846
"165",2004-08-23,0.666538190102846
"166",2004-08-24,0.666538190102846
"167",2004-08-25,0.666538190102846
"168",2004-08-26,0.666538190102846
"169",2004-08-27,0.666538190102846
