"","time","var_incond"
"1",2004-01-02,0.43983626762558
"2",2004-01-05,0.43983626762558
"3",2004-01-06,0.43983626762558
"4",2004-01-07,0.43983626762558
"5",2004-01-08,0.43983626762558
"6",2004-01-09,0.43983626762558
"7",2004-01-12,0.43983626762558
"8",2004-01-13,0.43983626762558
"9",2004-01-14,0.43983626762558
"10",2004-01-15,0.43983626762558
"11",2004-01-16,0.43983626762558
"12",2004-01-19,0.43983626762558
"13",2004-01-20,0.43983626762558
"14",2004-01-21,0.43983626762558
"15",2004-01-22,0.43983626762558
"16",2004-01-23,0.43983626762558
"17",2004-01-26,0.43983626762558
"18",2004-01-27,0.43983626762558
"19",2004-01-28,0.43983626762558
"20",2004-01-29,0.43983626762558
"21",2004-01-30,0.43983626762558
"22",2004-02-02,0.43983626762558
"23",2004-02-03,0.43983626762558
"24",2004-02-04,0.43983626762558
"25",2004-02-05,0.43983626762558
"26",2004-02-06,0.43983626762558
"27",2004-02-09,0.43983626762558
"28",2004-02-10,0.43983626762558
"29",2004-02-11,0.43983626762558
"30",2004-02-12,0.43983626762558
"31",2004-02-13,0.43983626762558
"32",2004-02-16,0.43983626762558
"33",2004-02-17,0.43983626762558
"34",2004-02-18,0.43983626762558
"35",2004-02-19,0.43983626762558
"36",2004-02-20,0.43983626762558
"37",2004-02-23,0.43983626762558
"38",2004-02-24,0.43983626762558
"39",2004-02-25,0.43983626762558
"40",2004-02-26,0.43983626762558
"41",2004-02-27,0.43983626762558
"42",2004-03-01,0.43983626762558
"43",2004-03-02,0.43983626762558
"44",2004-03-03,0.43983626762558
"45",2004-03-04,0.43983626762558
"46",2004-03-05,0.43983626762558
"47",2004-03-08,0.43983626762558
"48",2004-03-09,0.43983626762558
"49",2004-03-10,0.43983626762558
"50",2004-03-11,0.43983626762558
"51",2004-03-12,0.43983626762558
"52",2004-03-15,0.43983626762558
"53",2004-03-16,0.43983626762558
"54",2004-03-17,0.43983626762558
"55",2004-03-18,0.43983626762558
"56",2004-03-19,0.43983626762558
"57",2004-03-22,0.43983626762558
"58",2004-03-23,0.43983626762558
"59",2004-03-24,0.43983626762558
"60",2004-03-25,0.43983626762558
"61",2004-03-26,0.43983626762558
"62",2004-03-29,0.43983626762558
"63",2004-03-30,0.43983626762558
"64",2004-03-31,0.43983626762558
"65",2004-04-01,0.43983626762558
"66",2004-04-02,0.43983626762558
"67",2004-04-05,0.43983626762558
"68",2004-04-06,0.43983626762558
"69",2004-04-07,0.43983626762558
"70",2004-04-08,0.43983626762558
"71",2004-04-13,0.43983626762558
"72",2004-04-14,0.43983626762558
"73",2004-04-15,0.43983626762558
"74",2004-04-16,0.43983626762558
"75",2004-04-19,0.43983626762558
"76",2004-04-20,0.43983626762558
"77",2004-04-21,0.43983626762558
